LineKey,PrimaryKey,TRANSECT,GapStart,GapEnd,Gap,LineLengthAmount,GapMin,Measure,RecType
205A,205A,15,1760,1773,13,90,10,1,C
205A,205A,15,1798,1818,20,90,10,1,C
205A,205A,15,1856,1914,58,90,10,1,C
205A,205A,15,1931,1967,36,90,10,1,C
205A,205A,15,1990,2026,36,90,10,1,C
205A,205A,15,2046,2150,104,90,10,1,C
205A,205A,15,2213,2247,34,90,10,1,C
205A,205A,15,2255,2318,63,90,10,1,C
205A,205A,15,2329,2444,115,90,10,1,C
205A,205A,15,2580,2603,23,90,10,1,C
205A,205A,15,2630,2755,125,90,10,1,C
205A,205A,15,2787,2820,33,90,10,1,C
205A,205A,15,2828,2848,20,90,10,1,C
205A,205A,15,2948,2977,29,90,10,1,C
205A,205A,28,0,17,17,90,10,1,C
205A,205A,28,55,72,17,90,10,1,C
205A,205A,28,77,105,28,90,10,1,C
205A,205A,28,116,126,10,90,10,1,C
205A,205A,28,211,258,47,90,10,1,C
205A,205A,28,287,300,13,90,10,1,C
205A,205A,28,306,319,13,90,10,1,C
205A,205A,28,335,345,10,90,10,1,C
205A,205A,28,355,383,28,90,10,1,C
205A,205A,28,442,475,33,90,10,1,C
205A,205A,28,556,605,49,90,10,1,C
205A,205A,28,652,666,14,90,10,1,C
205A,205A,28,682,697,15,90,10,1,C
205A,205A,28,740,769,29,90,10,1,C
205A,205A,28,885,896,11,90,10,1,C
205A,205A,28,915,944,29,90,10,1,C
205A,205A,28,1014,1026,12,90,10,1,C
205A,205A,28,1038,1072,34,90,10,1,C
205A,205A,28,1116,1134,18,90,10,1,C
205A,205A,28,1144,1157,13,90,10,1,C
205A,205A,28,1170,1237,67,90,10,1,C
205A,205A,28,1307,1327,20,90,10,1,C
205A,205A,28,1333,1351,18,90,10,1,C
205A,205A,28,1365,1394,29,90,10,1,C
205A,205A,28,1457,1480,23,90,10,1,C
205A,205A,28,1531,1566,35,90,10,1,C
205A,205A,28,1588,1614,26,90,10,1,C
205A,205A,28,1632,1651,19,90,10,1,C
205A,205A,28,1875,1920,45,90,10,1,C
205A,205A,28,1958,2011,53,90,10,1,C
205A,205A,28,2090,2112,22,90,10,1,C
205A,205A,28,2129,2152,23,90,10,1,C
205A,205A,28,2165,2238,73,90,10,1,C
205A,205A,28,2245,2255,10,90,10,1,C
205A,205A,28,2323,2333,10,90,10,1,C
205A,205A,28,2431,2473,42,90,10,1,C
205A,205A,28,2510,2530,20,90,10,1,C
205A,205A,28,2570,2595,25,90,10,1,C
205A,205A,28,2643,2682,39,90,10,1,C
205A,205A,28,2799,2852,53,90,10,1,C
205A,205A,28,2861,2887,26,90,10,1,C
205A,205A,28,2924,2938,14,90,10,1,C
205A,205A,28,2960,2987,27,90,10,1,C
205G,205G,2,40,115,75,90,10,1,C
205G,205G,2,133,154,21,90,10,1,C
205G,205G,2,168,237,69,90,10,1,C
205G,205G,2,1084,1103,19,90,10,1,C
205G,205G,2,2333,2357,24,90,10,1,C
205G,205G,2,2957,2987,30,90,10,1,C
205G,205G,15,227,303,76,90,10,1,C
205G,205G,15,858,872,14,90,10,1,C
205G,205G,15,1012,1030,18,90,10,1,C
205G,205G,15,1054,1068,14,90,10,1,C
205G,205G,15,1076,1089,13,90,10,1,C
205G,205G,15,1604,1622,18,90,10,1,C
205G,205G,15,1775,1791,16,90,10,1,C
205G,205G,15,2133,2141,8,90,10,1,C
205G,205G,15,2395,2413,18,90,10,1,C
205G,205G,15,2425,2437,12,90,10,1,C
205G,205G,15,2449,2465,16,90,10,1,C
205G,205G,28,23,39,16,90,10,1,C
205G,205G,28,100,120,20,90,10,1,C
205G,205G,28,578,648,70,90,10,1,C
205G,205G,28,750,767,17,90,10,1,C
205G,205G,28,952,964,12,90,10,1,C
205G,205G,28,1648,1663,15,90,10,1,C
205G,205G,28,1965,1993,28,90,10,1,C
205G,205G,28,2083,2100,17,90,10,1,C
205G,205G,28,2205,2230,25,90,10,1,C
205G,205G,28,2236,2268,32,90,10,1,C
205G,205G,28,2282,2314,32,90,10,1,C
205G,205G,28,2340,2365,25,90,10,1,C
205G,205G,28,2431,2462,31,90,10,1,C
205G,205G,28,2588,2608,20,90,10,1,C
205G,205G,28,2827,2922,95,90,10,1,C
205G,205G,28,2862,2873,11,90,10,1,C
206A,206A,2,0,125,125,90,10,1,C
206A,206A,2,180,225,45,90,10,1,C
206A,206A,2,290,310,20,90,10,1,C
206A,206A,2,439,505,66,90,10,1,C
206A,206A,2,575,600,25,90,10,1,C
206A,206A,2,714,730,16,90,10,1,C
206A,206A,2,762,790,28,90,10,1,C
206A,206A,2,938,967,29,90,10,1,C
206A,206A,2,1007,1031,24,90,10,1,C
206A,206A,2,1270,1298,28,90,10,1,C
206A,206A,2,1331,1396,65,90,10,1,C
206A,206A,2,1440,1465,25,90,10,1,C
206A,206A,2,1667,1717,50,90,10,1,C
206A,206A,2,2040,2079,39,90,10,1,C
206A,206A,2,2157,2348,191,90,10,1,C
206A,206A,2,2470,2501,31,90,10,1,C
206A,206A,2,2543,2604,61,90,10,1,C
206A,206A,2,2620,2658,38,90,10,1,C
206A,206A,2,2731,2745,14,90,10,1,C
206A,206A,2,2890,2921,31,90,10,1,C
206A,206A,15,116,163,47,90,10,1,C
206A,206A,15,225,257,32,90,10,1,C
206A,206A,15,320,353,33,90,10,1,C
206A,206A,15,366,585,219,90,10,1,C
206A,206A,15,706,782,76,90,10,1,C
206A,206A,15,854,911,57,90,10,1,C
206A,206A,15,1090,1122,32,90,10,1,C
206A,206A,15,1218,1258,40,90,10,1,C
206A,206A,15,1339,1355,16,90,10,1,C
206A,206A,15,1369,1493,124,90,10,1,C
206A,206A,15,1581,1594,13,90,10,1,C
206A,206A,15,1761,1798,37,90,10,1,C
206A,206A,15,1902,1950,48,90,10,1,C
206A,206A,15,2040,2065,25,90,10,1,C
206A,206A,15,2091,2120,29,90,10,1,C
206A,206A,15,2254,2272,18,90,10,1,C
206A,206A,15,2345,2382,37,90,10,1,C
206A,206A,15,2451,2485,34,90,10,1,C
206A,206A,15,2579,2599,20,90,10,1,C
206A,206A,15,2619,2640,21,90,10,1,C
206A,206A,15,2703,2743,40,90,10,1,C
206A,206A,15,2760,2775,15,90,10,1,C
206A,206A,15,2877,2893,16,90,10,1,C
206A,206A,15,2923,2951,28,90,10,1,C
206A,206A,28,0,35,35,90,10,1,C
206A,206A,28,59,84,25,90,10,1,C
206A,206A,28,278,310,32,90,10,1,C
206A,206A,28,500,541,41,90,10,1,C
206A,206A,28,658,670,12,90,10,1,C
206A,206A,28,789,820,31,90,10,1,C
206A,206A,28,843,863,20,90,10,1,C
206A,206A,28,871,902,31,90,10,1,C
206A,206A,28,963,981,18,90,10,1,C
206A,206A,28,989,1016,27,90,10,1,C
206A,206A,28,1300,1338,38,90,10,1,C
206A,206A,28,1561,1670,109,90,10,1,C
206A,206A,28,1705,1751,46,90,10,1,C
206A,206A,28,1785,1845,60,90,10,1,C
206A,206A,28,1920,1935,15,90,10,1,C
206A,206A,28,2000,2116,116,90,10,1,C
206A,206A,28,2171,2221,50,90,10,1,C
206A,206A,28,2249,2300,51,90,10,1,C
206A,206A,28,2366,2395,29,90,10,1,C
206A,206A,28,2643,2750,107,90,10,1,C
206A,206A,28,2812,2851,39,90,10,1,C
206A,206A,28,2880,2938,58,90,10,1,C
206A,206A,28,2961,3000,39,90,10,1,C
206G,206G,2,165,215,50,90,10,1,C
206G,206G,2,238,269,31,90,10,1,C
206G,206G,2,278,300,22,90,10,1,C
206G,206G,2,350,361,11,90,10,1,C
206G,206G,2,396,418,22,90,10,1,C
206G,206G,2,639,682,43,90,10,1,C
206G,206G,2,720,736,16,90,10,1,C
206G,206G,2,796,817,21,90,10,1,C
206G,206G,2,907,932,25,90,10,1,C
206G,206G,2,1039,1080,41,90,10,1,C
206G,206G,2,1155,1168,13,90,10,1,C
206G,206G,2,1179,1191,12,90,10,1,C
206G,206G,2,1450,1482,32,90,10,1,C
206G,206G,2,1499,1517,18,90,10,1,C
206G,206G,2,1672,1685,13,90,10,1,C
206G,206G,2,1838,1863,25,90,10,1,C
206G,206G,2,1900,1914,14,90,10,1,C
206G,206G,2,1925,1946,21,90,10,1,C
206G,206G,2,1985,2014,29,90,10,1,C
206G,206G,2,2268,2282,14,90,10,1,C
206G,206G,2,2325,2360,35,90,10,1,C
206G,206G,2,2370,2400,30,90,10,1,C
206G,206G,2,2440,2511,71,90,10,1,C
206G,206G,2,2640,2780,140,90,10,1,C
206G,206G,2,2875,2905,30,90,10,1,C
206G,206G,2,2985,3000,15,90,10,1,C
206G,206G,15,125,141,16,90,10,1,C
206G,206G,15,153,216,63,90,10,1,C
206G,206G,15,345,380,35,90,10,1,C
206G,206G,15,402,418,16,90,10,1,C
206G,206G,15,894,975,81,90,10,1,C
206G,206G,15,1114,1162,48,90,10,1,C
206G,206G,15,1225,1276,51,90,10,1,C
206G,206G,15,1290,1311,21,90,10,1,C
206G,206G,15,1435,1466,31,90,10,1,C
206G,206G,15,1513,1582,69,90,10,1,C
206G,206G,15,1620,1656,36,90,10,1,C
206G,206G,15,1710,1735,25,90,10,1,C
206G,206G,15,1780,1797,17,90,10,1,C
206G,206G,15,1856,1895,39,90,10,1,C
206G,206G,15,1973,2005,32,90,10,1,C
206G,206G,15,2089,2120,31,90,10,1,C
206G,206G,15,2219,2231,12,90,10,1,C
206G,206G,15,2321,2348,27,90,10,1,C
206G,206G,15,2390,2403,13,90,10,1,C
206G,206G,15,2420,2450,30,90,10,1,C
206G,206G,15,2475,2524,49,90,10,1,C
206G,206G,15,2582,2599,17,90,10,1,C
206G,206G,15,2686,2740,54,90,10,1,C
206G,206G,15,2933,2958,25,90,10,1,C
206G,206G,28,175,212,37,90,10,1,C
206G,206G,28,246,265,19,90,10,1,C
206G,206G,28,348,395,47,90,10,1,C
206G,206G,28,474,517,43,90,10,1,C
206G,206G,28,693,737,44,90,10,1,C
206G,206G,28,749,776,27,90,10,1,C
206G,206G,28,784,822,38,90,10,1,C
206G,206G,28,887,927,40,90,10,1,C
206G,206G,28,984,1029,45,90,10,1,C
206G,206G,28,1215,1241,26,90,10,1,C
206G,206G,28,1365,1395,30,90,10,1,C
206G,206G,28,1430,1452,22,90,10,1,C
206G,206G,28,1616,1633,17,90,10,1,C
206G,206G,28,1648,1660,12,90,10,1,C
206G,206G,28,1670,1684,14,90,10,1,C
206G,206G,28,1728,1750,22,90,10,1,C
206G,206G,28,1866,1907,41,90,10,1,C
206G,206G,28,1940,1995,55,90,10,1,C
206G,206G,28,2176,2235,59,90,10,1,C
206G,206G,28,2253,2295,42,90,10,1,C
206G,206G,28,2526,2545,19,90,10,1,C
206G,206G,28,2792,2818,26,90,10,1,C
206G,206G,28,2855,2867,12,90,10,1,C
206G,206G,28,2979,2993,14,90,10,1,C
207A,207A,2,0,20,20,90,10,1,C
207A,207A,2,40,77,37,90,10,1,C
207A,207A,2,88,110,22,90,10,1,C
207A,207A,2,126,168,42,90,10,1,C
207A,207A,2,210,290,80,90,10,1,C
207A,207A,2,332,356,24,90,10,1,C
207A,207A,2,370,449,79,90,10,1,C
207A,207A,2,518,551,33,90,10,1,C
207A,207A,2,698,711,13,90,10,1,C
207A,207A,2,737,760,23,90,10,1,C
207A,207A,2,770,794,24,90,10,1,C
207A,207A,2,803,818,15,90,10,1,C
207A,207A,2,916,937,21,90,10,1,C
207A,207A,2,1040,1071,31,90,10,1,C
207A,207A,2,1096,1146,50,90,10,1,C
207A,207A,2,1192,1226,34,90,10,1,C
207A,207A,2,1268,1316,48,90,10,1,C
207A,207A,2,1363,1387,24,90,10,1,C
207A,207A,2,1442,1472,30,90,10,1,C
207A,207A,2,1522,1542,20,90,10,1,C
207A,207A,2,1550,1575,25,90,10,1,C
207A,207A,2,1615,1630,15,90,10,1,C
207A,207A,2,1715,1774,59,90,10,1,C
207A,207A,2,1785,1800,15,90,10,1,C
207A,207A,2,1809,1925,116,90,10,1,C
207A,207A,2,2002,2119,117,90,10,1,C
207A,207A,2,2134,2173,39,90,10,1,C
207A,207A,2,2183,2254,71,90,10,1,C
207A,207A,2,2279,2303,24,90,10,1,C
207A,207A,2,2335,2355,20,90,10,1,C
207A,207A,2,2391,2405,14,90,10,1,C
207A,207A,2,2475,2490,15,90,10,1,C
207A,207A,2,2500,2516,16,90,10,1,C
207A,207A,2,2545,2569,24,90,10,1,C
207A,207A,2,2634,2689,55,90,10,1,C
207A,207A,2,2723,2795,72,90,10,1,C
207A,207A,2,2861,2905,44,90,10,1,C
207A,207A,2,2921,2973,52,90,10,1,C
207A,207A,2,2989,3000,11,90,10,1,C
207A,207A,15,34,169,135,90,10,1,C
207A,207A,15,184,199,15,90,10,1,C
207A,207A,15,219,285,66,90,10,1,C
207A,207A,15,300,340,40,90,10,1,C
207A,207A,15,360,381,21,90,10,1,C
207A,207A,15,429,488,59,90,10,1,C
207A,207A,15,518,705,187,90,10,1,C
207A,207A,15,758,802,44,90,10,1,C
207A,207A,15,811,966,155,90,10,1,C
207A,207A,15,989,1004,15,90,10,1,C
207A,207A,15,1022,1041,19,90,10,1,C
207A,207A,15,1081,1440,359,90,10,1,C
207A,207A,15,1447,1466,19,90,10,1,C
207A,207A,15,1471,1516,45,90,10,1,C
207A,207A,15,1561,1676,115,90,10,1,C
207A,207A,15,1691,1789,98,90,10,1,C
207A,207A,15,1820,1878,58,90,10,1,C
207A,207A,15,1914,1937,23,90,10,1,C
207A,207A,15,1969,2045,76,90,10,1,C
207A,207A,15,2054,2076,22,90,10,1,C
207A,207A,15,2104,2145,41,90,10,1,C
207A,207A,15,2169,2225,56,90,10,1,C
207A,207A,15,2247,2400,153,90,10,1,C
207A,207A,15,2407,2475,68,90,10,1,C
207A,207A,15,2606,2656,50,90,10,1,C
207A,207A,15,2705,2762,57,90,10,1,C
207A,207A,15,2820,2845,25,90,10,1,C
207A,207A,15,2855,2904,49,90,10,1,C
207A,207A,15,2901,2975,74,90,10,1,C
207A,207A,28,0,18,18,90,10,1,C
207A,207A,28,27,54,27,90,10,1,C
207A,207A,28,110,261,151,90,10,1,C
207A,207A,28,278,320,42,90,10,1,C
207A,207A,28,354,439,85,90,10,1,C
207A,207A,28,453,485,32,90,10,1,C
207A,207A,28,517,569,52,90,10,1,C
207A,207A,28,583,631,48,90,10,1,C
207A,207A,28,661,765,104,90,10,1,C
207A,207A,28,822,938,116,90,10,1,C
207A,207A,28,947,1026,79,90,10,1,C
207A,207A,28,1038,1071,33,90,10,1,C
207A,207A,28,1093,1141,48,90,10,1,C
207A,207A,28,1191,1246,55,90,10,1,C
207A,207A,28,1311,1365,54,90,10,1,C
207A,207A,28,1398,1491,93,90,10,1,C
207A,207A,28,1503,1522,19,90,10,1,C
207A,207A,28,1534,1721,187,90,10,1,C
