Region,PrimaryKey,Line,PointNbr,FOLIAR_1,FOLIAR_2,FOLIAR_3,FOLIAR_4,FOLIAR_5,SOIL_SURF
JA,205G,28,28.5,AGROP,NA,NA,NA,NA,AGROP
JA,205G,28,29,N,NA,NA,NA,NA,S
JA,205G,28,29.5,POSE,NA,NA,NA,NA,S
JA,206A,2,0,N,NA,NA,NA,NA,S
JA,206A,2,0.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,1,N,NA,NA,NA,NA,S
JA,206A,2,1.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,2,N,NA,NA,NA,NA,S
JA,206A,2,2.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,3,N,NA,NA,NA,NA,S
JA,206A,2,3.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,4,AGROP,NA,NA,NA,NA,S
JA,206A,2,4.5,N,NA,NA,NA,NA,S
JA,206A,2,5,AGROP,NA,NA,NA,NA,S
JA,206A,2,5.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,6,N,NA,NA,NA,NA,S
JA,206A,2,6.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,7,AGROP,NA,NA,NA,NA,S
JA,206A,2,7.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,8,AGROP,NA,NA,NA,NA,S
JA,206A,2,8.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,9,AGROP,NA,NA,NA,NA,S
JA,206A,2,9.5,N,NA,NA,NA,NA,S
JA,206A,2,10,AGROP,NA,NA,NA,NA,S
JA,206A,2,10.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,11,AGROP,NA,NA,NA,NA,S
JA,206A,2,11.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,12,AGROP,NA,NA,NA,NA,S
JA,206A,2,12.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,13,AGROP,NA,NA,NA,NA,S
JA,206A,2,13.5,N,NA,NA,NA,NA,S
JA,206A,2,14,AGROP,NA,NA,NA,NA,S
JA,206A,2,14.5,N,NA,NA,NA,NA,S
JA,206A,2,15,AGROP,NA,NA,NA,NA,S
JA,206A,2,15.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,16,AGROP,NA,NA,NA,NA,S
JA,206A,2,16.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,17,N,NA,NA,NA,NA,S
JA,206A,2,17.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,18,AGROP,NA,NA,NA,NA,S
JA,206A,2,18.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,19,AGROP,NA,NA,NA,NA,S
JA,206A,2,19.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,20,AGROP,NA,NA,NA,NA,S
JA,206A,2,20.5,N,NA,NA,NA,NA,S
JA,206A,2,21,AGROP,NA,NA,NA,NA,S
JA,206A,2,21.5,N,NA,NA,NA,NA,S
JA,206A,2,22,N,NA,NA,NA,NA,S
JA,206A,2,22.5,N,NA,NA,NA,NA,S
JA,206A,2,23,N,NA,NA,NA,NA,S
JA,206A,2,23.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,24,AGROP,NA,NA,NA,NA,S
JA,206A,2,24.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,25,AGROP,NA,NA,NA,NA,S
JA,206A,2,25.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,26,N,NA,NA,NA,NA,S
JA,206A,2,26.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,27,AGROP,NA,NA,NA,NA,S
JA,206A,2,27.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,28,AGROP,NA,NA,NA,NA,S
JA,206A,2,28.5,AGROP,NA,NA,NA,NA,S
JA,206A,2,29,N,NA,NA,NA,NA,S
JA,206A,2,29.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,0,AGROP,NA,NA,NA,NA,S
JA,206A,15,0.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,1,AGROP,NA,NA,NA,NA,S
JA,206A,15,1.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,2,AGROP,NA,NA,NA,NA,S
JA,206A,15,2.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,3,AGROP,NA,NA,NA,NA,S
JA,206A,15,3.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,4,AGROP,NA,NA,NA,NA,S
JA,206A,15,4.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,5,AGROP,NA,NA,NA,NA,S
JA,206A,15,5.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,6,AGROP,NA,NA,NA,NA,S
JA,206A,15,6.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,7,AGROP,NA,NA,NA,NA,S
JA,206A,15,7.5,N,NA,NA,NA,NA,S
JA,206A,15,8,AGROP,NA,NA,NA,NA,S
JA,206A,15,8.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,9,DG,NA,NA,NA,NA,DG
JA,206A,15,9.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,10,AGROP,NA,NA,NA,NA,S
JA,206A,15,10.5,N,NA,NA,NA,NA,S
JA,206A,15,11,AGROP,NA,NA,NA,NA,S
JA,206A,15,11.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,12,AGROP,NA,NA,NA,NA,S
JA,206A,15,12.5,N,NA,NA,NA,NA,S
JA,206A,15,13,AGROP,NA,NA,NA,NA,S
JA,206A,15,13.5,N,NA,NA,NA,NA,S
JA,206A,15,14,AGROP,NA,NA,NA,NA,S
JA,206A,15,14.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,15,N,NA,NA,NA,NA,S
JA,206A,15,15.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,16,AGROP,NA,NA,NA,NA,S
JA,206A,15,16.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,17,AGROP,NA,NA,NA,NA,S
JA,206A,15,17.5,AGROP,L,NA,NA,NA,S
JA,206A,15,18,AGROP,NA,NA,NA,NA,S
JA,206A,15,18.5,AGROP,L,NA,NA,NA,S
JA,206A,15,19,N,NA,NA,NA,NA,S
JA,206A,15,19.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,20,AGROP,NA,NA,NA,NA,S
JA,206A,15,20.5,N,NA,NA,NA,NA,S
JA,206A,15,21,N,NA,NA,NA,NA,S
JA,206A,15,21.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,22,AGROP,NA,NA,NA,NA,S
JA,206A,15,22.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,23,AGROP,NA,NA,NA,NA,S
JA,206A,15,23.5,N,NA,NA,NA,NA,S
JA,206A,15,24,AGROP,NA,NA,NA,NA,S
JA,206A,15,24.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,25,AGROP,NA,NA,NA,NA,S
JA,206A,15,25.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,26,AGROP,NA,NA,NA,NA,S
JA,206A,15,26.5,N,NA,NA,NA,NA,S
JA,206A,15,27,AGROP,NA,NA,NA,NA,S
JA,206A,15,27.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,28,AGROP,NA,NA,NA,NA,S
JA,206A,15,28.5,AGROP,NA,NA,NA,NA,S
JA,206A,15,29,AGROP,NA,NA,NA,NA,S
JA,206A,15,29.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,0,N,NA,NA,NA,NA,S
JA,206A,28,0.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,1,AGROP,NA,NA,NA,NA,S
JA,206A,28,1.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,2,AGROP,NA,NA,NA,NA,S
JA,206A,28,2.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,3,N,NA,NA,NA,NA,S
JA,206A,28,3.5,N,NA,NA,NA,NA,S
JA,206A,28,4,AGROP,NA,NA,NA,NA,S
JA,206A,28,4.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,5,AGROP,NA,NA,NA,NA,S
JA,206A,28,5.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,6,AGROP,NA,NA,NA,NA,S
JA,206A,28,6.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,7,AGROP,NA,NA,NA,NA,S
JA,206A,28,7.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,8,AGROP,NA,NA,NA,NA,S
JA,206A,28,8.5,N,NA,NA,NA,NA,S
JA,206A,28,9,AGROP,NA,NA,NA,NA,S
JA,206A,28,9.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,10,DG,NA,NA,NA,NA,S
JA,206A,28,10.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,11,AGROP,NA,NA,NA,NA,S
JA,206A,28,11.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,12,AGROP,NA,NA,NA,NA,S
JA,206A,28,12.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,13,AGROP,NA,NA,NA,NA,S
JA,206A,28,13.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,14,AGROP,NA,NA,NA,NA,S
JA,206A,28,14.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,15,AGROP,NA,NA,NA,NA,S
JA,206A,28,15.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,16,N,NA,NA,NA,NA,S
JA,206A,28,16.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,17,AGROP,NA,NA,NA,NA,S
JA,206A,28,17.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,18,N,NA,NA,NA,NA,S
JA,206A,28,18.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,19,AGROP,NA,NA,NA,NA,S
JA,206A,28,19.5,L,NA,NA,NA,NA,S
JA,206A,28,20,AGROP,NA,NA,NA,NA,S
JA,206A,28,20.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,21,N,NA,NA,NA,NA,S
JA,206A,28,21.5,AGROP,L,NA,NA,NA,S
JA,206A,28,22,AGROP,NA,NA,NA,NA,S
JA,206A,28,22.5,N,NA,NA,NA,NA,S
JA,206A,28,23,AGROP,NA,NA,NA,NA,S
JA,206A,28,23.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,24,AGROP,NA,NA,NA,NA,S
JA,206A,28,24.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,25,AGROP,NA,NA,NA,NA,S
JA,206A,28,25.5,AGROP,L,NA,NA,NA,S
JA,206A,28,26,AGROP,NA,NA,NA,NA,S
JA,206A,28,26.5,N,NA,NA,NA,NA,S
JA,206A,28,27,AGROP,NA,NA,NA,NA,S
JA,206A,28,27.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,28,AGROP,NA,NA,NA,NA,S
JA,206A,28,28.5,AGROP,NA,NA,NA,NA,S
JA,206A,28,29,N,NA,NA,NA,NA,S
JA,206A,28,29.5,N,NA,NA,NA,NA,S
JA,206G,2,0,AGROP,NA,NA,NA,NA,S
JA,206G,2,0.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,1,CHVI8,L,NA,NA,NA,S
JA,206G,2,1.5,AGROP,L,NA,NA,NA,S
JA,206G,2,2,AGROP,NA,NA,NA,NA,S
JA,206G,2,2.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,3,AGROP,NA,NA,NA,NA,S
JA,206G,2,3.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,4,AGROP,NA,NA,NA,NA,S
JA,206G,2,4.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,5,AGROP,NA,NA,NA,NA,S
JA,206G,2,5.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,6,AGROP,NA,NA,NA,NA,S
JA,206G,2,6.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,7,AGROP,NA,NA,NA,NA,S
JA,206G,2,7.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,8,N,NA,NA,NA,NA,S
JA,206G,2,8.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,9,AGROP,NA,NA,NA,NA,S
JA,206G,2,9.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,10,AGROP,NA,NA,NA,NA,S
JA,206G,2,10.5,N,NA,NA,NA,NA,S
JA,206G,2,11,AGROP,NA,NA,NA,NA,S
JA,206G,2,11.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,12,AGROP,NA,NA,NA,NA,S
JA,206G,2,12.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,13,AGROP,NA,NA,NA,NA,S
JA,206G,2,13.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,14,AGROP,NA,NA,NA,NA,S
JA,206G,2,14.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,15,AGROP,NA,NA,NA,NA,S
JA,206G,2,15.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,16,AGROP,NA,NA,NA,NA,S
JA,206G,2,16.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,17,AGROP,NA,NA,NA,NA,S
JA,206G,2,17.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,18,AGROP,NA,NA,NA,NA,S
JA,206G,2,18.5,N,NA,NA,NA,NA,S
JA,206G,2,19,AGROP,NA,NA,NA,NA,S
JA,206G,2,19.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,20,AGROP,NA,NA,NA,NA,S
JA,206G,2,20.5,AGROP,NA,NA,NA,NA,AGROP
JA,206G,2,21,AGROP,NA,NA,NA,NA,S
JA,206G,2,21.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,22,AGROP,NA,NA,NA,NA,S
JA,206G,2,22.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,23,N,NA,NA,NA,NA,S
JA,206G,2,23.5,N,NA,NA,NA,NA,S
JA,206G,2,24,AGROP,NA,NA,NA,NA,S
JA,206G,2,24.5,N,NA,NA,NA,NA,S
JA,206G,2,25,N,NA,NA,NA,NA,S
JA,206G,2,25.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,26,AGROP,NA,NA,NA,NA,S
JA,206G,2,26.5,N,NA,NA,NA,NA,S
JA,206G,2,27,AGROP,NA,NA,NA,NA,S
JA,206G,2,27.5,N,NA,NA,NA,NA,S
JA,206G,2,28,AGROP,NA,NA,NA,NA,S
JA,206G,2,28.5,AGROP,NA,NA,NA,NA,S
JA,206G,2,29,AGROP,NA,NA,NA,NA,S
JA,206G,2,29.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,0,AGROP,NA,NA,NA,NA,S
JA,206G,15,0.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,1,AGROP,NA,NA,NA,NA,S
JA,206G,15,1.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,2,N,NA,NA,NA,NA,S
JA,206G,15,2.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,3,AGROP,NA,NA,NA,NA,S
JA,206G,15,3.5,N,NA,NA,NA,NA,S
JA,206G,15,4,AGROP,NA,NA,NA,NA,S
JA,206G,15,4.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,5,DF,L,NA,NA,NA,S
JA,206G,15,5.5,CHJU,L,NA,NA,NA,S
JA,206G,15,6,AGROP,NA,NA,NA,NA,S
JA,206G,15,6.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,7,AGROP,NA,NA,NA,NA,S
JA,206G,15,7.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,8,AGROP,NA,NA,NA,NA,S
JA,206G,15,8.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,9,N,NA,NA,NA,NA,S
JA,206G,15,9.5,N,NA,NA,NA,NA,S
JA,206G,15,10,AGROP,NA,NA,NA,NA,S
JA,206G,15,10.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,11,AGROP,NA,NA,NA,NA,S
JA,206G,15,11.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,12,AGROP,NA,NA,NA,NA,S
JA,206G,15,12.5,N,NA,NA,NA,NA,S
JA,206G,15,13,AGROP,NA,NA,NA,NA,S
JA,206G,15,13.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,14,AGROP,NA,NA,NA,NA,S
JA,206G,15,14.5,N,NA,NA,NA,NA,S
JA,206G,15,15,AGROP,NA,NA,NA,NA,AGROP
JA,206G,15,15.5,N,NA,NA,NA,NA,S
JA,206G,15,16,AGROP,NA,NA,NA,NA,S
JA,206G,15,16.5,N,NA,NA,NA,NA,S
JA,206G,15,17,AGROP,NA,NA,NA,NA,S
JA,206G,15,17.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,18,AGROP,NA,NA,NA,NA,S
JA,206G,15,18.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,19,AGROP,NA,NA,NA,NA,S
JA,206G,15,19.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,20,AGROP,NA,NA,NA,NA,S
JA,206G,15,20.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,21,N,NA,NA,NA,NA,S
JA,206G,15,21.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,22,AGROP,NA,NA,NA,NA,S
JA,206G,15,22.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,23,AGROP,NA,NA,NA,NA,S
JA,206G,15,23.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,24,AGROP,NA,NA,NA,NA,S
JA,206G,15,24.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,25,N,NA,NA,NA,NA,S
JA,206G,15,25.5,DG,NA,NA,NA,NA,S
JA,206G,15,26,AGROP,NA,NA,NA,NA,S
JA,206G,15,26.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,27,N,NA,NA,NA,NA,S
JA,206G,15,27.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,28,AGROP,NA,NA,NA,NA,S
JA,206G,15,28.5,AGROP,NA,NA,NA,NA,S
JA,206G,15,29,AGROP,NA,NA,NA,NA,S
JA,206G,15,29.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,0,AGROP,L,NA,NA,NA,S
JA,206G,28,0.5,AGROP,BRTE,L,NA,NA,S
JA,206G,28,1,AGROP,NA,NA,NA,NA,S
JA,206G,28,1.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,2,N,NA,NA,NA,NA,S
JA,206G,28,2.5,N,NA,NA,NA,NA,S
JA,206G,28,3,AGROP,L,NA,NA,NA,S
JA,206G,28,3.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,4,N,NA,NA,NA,NA,S
JA,206G,28,4.5,AGROP,L,NA,NA,NA,S
JA,206G,28,5,N,NA,NA,NA,NA,S
JA,206G,28,5.5,AGROP,L,NA,NA,NA,S
JA,206G,28,6,AGROP,NA,NA,NA,NA,S
JA,206G,28,6.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,7,N,NA,NA,NA,NA,S
JA,206G,28,7.5,STEX,NA,NA,NA,NA,S
JA,206G,28,8,AGROP,L,NA,NA,NA,S
JA,206G,28,8.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,9,N,NA,NA,NA,NA,S
JA,206G,28,9.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,10,N,NA,NA,NA,NA,S
JA,206G,28,10.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,11,AGROP,NA,NA,NA,NA,S
JA,206G,28,11.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,12,AGROP,NA,NA,NA,NA,S
JA,206G,28,12.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,13,AGROP,NA,NA,NA,NA,S
JA,206G,28,13.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,14,AGROP,NA,NA,NA,NA,S
JA,206G,28,14.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,15,AGROP,NA,NA,NA,NA,S
JA,206G,28,15.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,16,AGROP,NA,NA,NA,NA,S
JA,206G,28,16.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,17,AGROP,NA,NA,NA,NA,S
JA,206G,28,17.5,N,NA,NA,NA,NA,S
JA,206G,28,18,CHJU,NA,NA,NA,NA,S
JA,206G,28,18.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,19,AGROP,NA,NA,NA,NA,S
JA,206G,28,19.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,20,AGROP,NA,NA,NA,NA,S
JA,206G,28,20.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,21,AGROP,NA,NA,NA,NA,S
JA,206G,28,21.5,N,NA,NA,NA,NA,S
JA,206G,28,22,DF,NA,NA,NA,NA,S
JA,206G,28,22.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,23,AGROP,NA,NA,NA,NA,S
JA,206G,28,23.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,24,AGROP,NA,NA,NA,NA,S
JA,206G,28,24.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,25,AGROP,NA,NA,NA,NA,S
JA,206G,28,25.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,26,AGROP,NA,NA,NA,NA,S
JA,206G,28,26.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,27,AGROP,NA,NA,NA,NA,S
JA,206G,28,27.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,28,N,NA,NA,NA,NA,S
JA,206G,28,28.5,AGROP,NA,NA,NA,NA,S
JA,206G,28,29,AGROP,NA,NA,NA,NA,S
JA,206G,28,29.5,AGROP,NA,NA,NA,NA,S
JA,207A,2,0,AGROP,NA,NA,NA,NA,S
JA,207A,2,0.5,N,NA,NA,NA,NA,S
JA,207A,2,1,N,NA,NA,NA,NA,S
JA,207A,2,1.5,N,NA,NA,NA,NA,S
JA,207A,2,2,AGROP,NA,NA,NA,NA,AGROP
JA,207A,2,2.5,N,NA,NA,NA,NA,S
JA,207A,2,3,AGROP,NA,NA,NA,NA,S
JA,207A,2,3.5,POSE,NA,NA,NA,NA,S
JA,207A,2,4,N,NA,NA,NA,NA,S
JA,207A,2,4.5,AGROP,NA,NA,NA,NA,S
JA,207A,2,5,AGROP,NA,NA,NA,NA,AGROP
JA,207A,2,5.5,BRTE,NA,NA,NA,NA,S
JA,207A,2,6,BRTE,NA,NA,NA,NA,S
JA,207A,2,6.5,BRTE,NA,NA,NA,NA,S
JA,207A,2,7,N,NA,NA,NA,NA,S
JA,207A,2,7.5,N,NA,NA,NA,NA,S
JA,207A,2,8,N,NA,NA,NA,NA,S
JA,207A,2,8.5,POSE,NA,NA,NA,NA,S
JA,207A,2,9,POSE,NA,NA,NA,NA,S
JA,207A,2,9.5,POSE,NA,NA,NA,NA,S
JA,207A,2,10,AGROP,NA,NA,NA,NA,S
JA,207A,2,10.5,N,NA,NA,NA,NA,S
JA,207A,2,11,N,NA,NA,NA,NA,S
JA,207A,2,11.5,POSE,NA,NA,NA,NA,S
JA,207A,2,12,POSE,NA,NA,NA,NA,S
JA,207A,2,12.5,N,NA,NA,NA,NA,S
JA,207A,2,13,N,NA,NA,NA,NA,S
JA,207A,2,13.5,AGROP,NA,NA,NA,NA,S
JA,207A,2,14,POSE,NA,NA,NA,NA,S
JA,207A,2,14.5,N,NA,NA,NA,NA,S
JA,207A,2,15,POSE,NA,NA,NA,NA,S
JA,207A,2,15.5,POSE,NA,NA,NA,NA,S
JA,207A,2,16,POSE,NA,NA,NA,NA,S
JA,207A,2,16.5,AGROP,NA,NA,NA,NA,S
JA,207A,2,17,AGROP,NA,NA,NA,NA,S
JA,207A,2,17.5,BRTE,NA,NA,NA,NA,S
JA,207A,2,18,POSE,NA,NA,NA,NA,S
JA,207A,2,18.5,N,NA,NA,NA,NA,S
JA,207A,2,19,N,NA,NA,NA,NA,S
JA,207A,2,19.5,AGROP,NA,NA,NA,NA,AGROP
JA,207A,2,20,N,NA,NA,NA,NA,S
JA,207A,2,20.5,N,NA,NA,NA,NA,S
JA,207A,2,21,N,NA,NA,NA,NA,S
JA,207A,2,21.5,N,NA,NA,NA,NA,S
JA,207A,2,22,N,NA,NA,NA,NA,S
JA,207A,2,22.5,N,NA,NA,NA,NA,S
JA,207A,2,23,BRTE,NA,NA,NA,NA,S
JA,207A,2,23.5,N,NA,NA,NA,NA,S
JA,207A,2,24,N,NA,NA,NA,NA,S
JA,207A,2,24.5,AGROP,NA,NA,NA,NA,S
JA,207A,2,25,N,NA,NA,NA,NA,S
JA,207A,2,25.5,N,NA,NA,NA,NA,S
JA,207A,2,26,AGROP,NA,NA,NA,NA,S
JA,207A,2,26.5,POSE,NA,NA,NA,NA,S
JA,207A,2,27,N,NA,NA,NA,NA,S
JA,207A,2,27.5,N,NA,NA,NA,NA,S
JA,207A,2,28,AGROP,NA,NA,NA,NA,S
JA,207A,2,28.5,ACTH7,NA,NA,NA,NA,ACTH7
JA,207A,2,29,N,NA,NA,NA,NA,S
JA,207A,2,29.5,N,NA,NA,NA,NA,S
JA,207A,15,0,POSE,NA,NA,NA,NA,S
JA,207A,15,0.5,POSE,NA,NA,NA,NA,S
JA,207A,15,1,N,NA,NA,NA,NA,S
JA,207A,15,1.5,POSE,NA,NA,NA,NA,S
JA,207A,15,2,AGROP,NA,NA,NA,NA,S
JA,207A,15,2.5,N,NA,NA,NA,NA,S
JA,207A,15,3,N,NA,NA,NA,NA,S
JA,207A,15,3.5,POSE,NA,NA,NA,NA,S
JA,207A,15,4,AGROP,NA,NA,NA,NA,S
JA,207A,15,4.5,N,NA,NA,NA,NA,S
JA,207A,15,5,AGROP,NA,NA,NA,NA,S
JA,207A,15,5.5,N,NA,NA,NA,NA,S
JA,207A,15,6,N,NA,NA,NA,NA,S
JA,207A,15,6.5,N,NA,NA,NA,NA,S
JA,207A,15,7,N,NA,NA,NA,NA,S
JA,207A,15,7.5,N,NA,NA,NA,NA,S
JA,207A,15,8,AGROP,NA,NA,NA,NA,S
JA,207A,15,8.5,N,NA,NA,NA,NA,S
JA,207A,15,9,N,NA,NA,NA,NA,S
JA,207A,15,9.5,BRTE,NA,NA,NA,NA,S
JA,207A,15,10,N,NA,NA,NA,NA,S
JA,207A,15,10.5,AGROP,NA,NA,NA,NA,S
JA,207A,15,11,N,NA,NA,NA,NA,S
JA,207A,15,11.5,N,NA,NA,NA,NA,S
JA,207A,15,12,POSE,NA,NA,NA,NA,S
JA,207A,15,12.5,N,NA,NA,NA,NA,S
JA,207A,15,13,N,NA,NA,NA,NA,S
JA,207A,15,13.5,N,NA,NA,NA,NA,S
JA,207A,15,14,N,NA,NA,NA,NA,S
JA,207A,15,14.5,N,NA,NA,NA,NA,S
JA,207A,15,15,N,NA,NA,NA,NA,S
JA,207A,15,15.5,N,NA,NA,NA,NA,S
JA,207A,15,16,N,NA,NA,NA,NA,S
JA,207A,15,16.5,POSE,NA,NA,NA,NA,S
JA,207A,15,17,N,NA,NA,NA,NA,S
JA,207A,15,17.5,N,NA,NA,NA,NA,S
JA,207A,15,18,AGROP,NA,NA,NA,NA,S
JA,207A,15,18.5,N,NA,NA,NA,NA,S
JA,207A,15,19,POSE,NA,NA,NA,NA,S
JA,207A,15,19.5,AGROP,NA,NA,NA,NA,S
JA,207A,15,20,N,NA,NA,NA,NA,S
JA,207A,15,20.5,POSE,NA,NA,NA,NA,S
JA,207A,15,21,AGROP,NA,NA,NA,NA,AGROP
JA,207A,15,21.5,AGROP,L,NA,NA,NA,S
JA,207A,15,22,N,NA,NA,NA,NA,S
JA,207A,15,22.5,N,NA,NA,NA,NA,S
JA,207A,15,23,N,NA,NA,NA,NA,S
JA,207A,15,23.5,POSE,NA,NA,NA,NA,S
JA,207A,15,24,N,NA,NA,NA,NA,S
JA,207A,15,24.5,ACTH7,NA,NA,NA,NA,S
JA,207A,15,25,POSE,NA,NA,NA,NA,S
JA,207A,15,25.5,AGROP,NA,NA,NA,NA,S
JA,207A,15,26,AGROP,NA,NA,NA,NA,S
JA,207A,15,26.5,N,NA,NA,NA,NA,S
