Region,PrimaryKey,Line,PointNbr,FOLIAR_1,FOLIAR_2,FOLIAR_3,FOLIAR_4,FOLIAR_5,SOIL_SURF
SH,234A,28,15,POSE,NA,NA,NA,NA,S
SH,234A,28,15.5,N,NA,NA,NA,NA,S
SH,234A,28,16,POSE,NA,NA,NA,NA,S
SH,234A,28,16.5,POSE,NA,NA,NA,NA,S
SH,234A,28,17,POSE,NA,NA,NA,NA,S
SH,234A,28,17.5,AGROP,NA,NA,NA,NA,S
SH,234A,28,18,AGROP,NA,NA,NA,NA,S
SH,234A,28,18.5,POSE,NA,NA,NA,NA,S
SH,234A,28,19,POSE,NA,NA,NA,NA,S
SH,234A,28,19.5,POBU,NA,NA,NA,NA,S
SH,234A,28,20,POBU,L,NA,NA,NA,S
SH,234A,28,20.5,POBU,NA,NA,NA,NA,S
SH,234A,28,21,N,NA,NA,NA,NA,S
SH,234A,28,21.5,POSE,NA,NA,NA,NA,S
SH,234A,28,22,POBU,NA,NA,NA,NA,S
SH,234A,28,22.5,POSE,NA,NA,NA,NA,S
SH,234A,28,23,POSE,NA,NA,NA,NA,S
SH,234A,28,23.5,N,NA,NA,NA,NA,S
SH,234A,28,24,POSE,NA,NA,NA,NA,S
SH,234A,28,24.5,POSE,NA,NA,NA,NA,S
SH,234A,28,25,N,NA,NA,NA,NA,S
SH,234A,28,25.5,N,NA,NA,NA,NA,S
SH,234A,28,26,N,NA,NA,NA,NA,S
SH,234A,28,26.5,N,NA,NA,NA,NA,S
SH,234A,28,27,N,NA,NA,NA,NA,S
SH,234A,28,27.5,N,NA,NA,NA,NA,S
SH,234A,28,28,AGROP,POBU,NA,NA,NA,S
SH,234A,28,28.5,N,NA,NA,NA,NA,R
SH,234A,28,29,POSE,NA,NA,NA,NA,S
SH,234A,28,29.5,POSE,NA,NA,NA,NA,S
SH,234G,2,0,BRTE,NA,NA,NA,NA,S
SH,234G,2,0.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,1,BRTE,NA,NA,NA,NA,S
SH,234G,2,1.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,2,BRTE,NA,NA,NA,NA,S
SH,234G,2,2.5,POSE,NA,NA,NA,NA,S
SH,234G,2,3,AGROP,NA,NA,NA,NA,S
SH,234G,2,3.5,POSE,L,NA,NA,NA,S
SH,234G,2,4,BRTE,NA,NA,NA,NA,S
SH,234G,2,4.5,N,NA,NA,NA,NA,S
SH,234G,2,5,POSE,NA,NA,NA,NA,R
SH,234G,2,5.5,N,NA,NA,NA,NA,S
SH,234G,2,6,BRTE,NA,NA,NA,NA,S
SH,234G,2,6.5,POSE,L,NA,NA,NA,R
SH,234G,2,7,BRTE,NA,NA,NA,NA,S
SH,234G,2,7.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,8,BRTE,NA,NA,NA,NA,S
SH,234G,2,8.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,9,N,NA,NA,NA,NA,S
SH,234G,2,9.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,10,N,NA,NA,NA,NA,S
SH,234G,2,10.5,AGROP,NA,NA,NA,NA,S
SH,234G,2,11,BRTE,NA,NA,NA,NA,S
SH,234G,2,11.5,AGROP,NA,NA,NA,NA,S
SH,234G,2,12,BRTE,L,NA,NA,NA,S
SH,234G,2,12.5,N,NA,NA,NA,NA,S
SH,234G,2,13,N,NA,NA,NA,NA,S
SH,234G,2,13.5,POSE,NA,NA,NA,NA,S
SH,234G,2,14,POSE,NA,NA,NA,NA,S
SH,234G,2,14.5,POBU,NA,NA,NA,NA,S
SH,234G,2,15,BRTE,NA,NA,NA,NA,S
SH,234G,2,15.5,BRTE,NA,NA,NA,NA,R
SH,234G,2,16,BRTE,L,NA,NA,NA,S
SH,234G,2,16.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,17,POBU,L,NA,NA,NA,S
SH,234G,2,17.5,N,NA,NA,NA,NA,S
SH,234G,2,18,AGROP,L,NA,NA,NA,S
SH,234G,2,18.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,19,BRTE,NA,NA,NA,NA,S
SH,234G,2,19.5,AGROP,NA,NA,NA,NA,AGROP
SH,234G,2,20,N,NA,NA,NA,NA,S
SH,234G,2,20.5,POSE,NA,NA,NA,NA,S
SH,234G,2,21,BRTE,NA,NA,NA,NA,S
SH,234G,2,21.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,22,BRTE,NA,NA,NA,NA,S
SH,234G,2,22.5,SIAL2,DRVE2,L,NA,NA,S
SH,234G,2,23,N,NA,NA,NA,NA,S
SH,234G,2,23.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,24,BRTE,NA,NA,NA,NA,S
SH,234G,2,24.5,BRTE,NA,NA,NA,NA,R
SH,234G,2,25,BRTE,NA,NA,NA,NA,S
SH,234G,2,25.5,BRTE,NA,NA,NA,NA,R
SH,234G,2,26,BRTE,L,NA,NA,NA,S
SH,234G,2,26.5,POSE,L,NA,NA,NA,R
SH,234G,2,27,N,NA,NA,NA,NA,R
SH,234G,2,27.5,BRTE,NA,NA,NA,NA,S
SH,234G,2,28,BRTE,NA,NA,NA,NA,S
SH,234G,2,28.5,BRTE,L,NA,NA,NA,S
SH,234G,2,29,BRTE,NA,NA,NA,NA,S
SH,234G,2,29.5,BRTE,NA,NA,NA,NA,S
SH,234G,15,0,POSE,NA,NA,NA,NA,S
SH,234G,15,0.5,POSE,NA,NA,NA,NA,S
SH,234G,15,1,AGROP,NA,NA,NA,NA,S
SH,234G,15,1.5,POBU,NA,NA,NA,NA,S
SH,234G,15,2,AGROP,L,NA,NA,NA,S
SH,234G,15,2.5,N,NA,NA,NA,NA,S
SH,234G,15,3,N,NA,NA,NA,NA,S
SH,234G,15,3.5,N,NA,NA,NA,NA,S
SH,234G,15,4,POBU,NA,NA,NA,NA,S
SH,234G,15,4.5,POSE,NA,NA,NA,NA,S
SH,234G,15,5,POSE,NA,NA,NA,NA,S
SH,234G,15,5.5,N,NA,NA,NA,NA,S
SH,234G,15,6,AGROP,NA,NA,NA,NA,S
SH,234G,15,6.5,POBU,NA,NA,NA,NA,S
SH,234G,15,7,POBU,NA,NA,NA,NA,S
SH,234G,15,7.5,BRTE,NA,NA,NA,NA,S
SH,234G,15,8,POBU,NA,NA,NA,NA,S
SH,234G,15,8.5,AGROP,NA,NA,NA,NA,S
SH,234G,15,9,POSE,NA,NA,NA,NA,S
SH,234G,15,9.5,POBU,NA,NA,NA,NA,S
SH,234G,15,10,AGROP,NA,NA,NA,NA,S
SH,234G,15,10.5,POBU,NA,NA,NA,NA,S
SH,234G,15,11,BRTE,L,NA,NA,NA,S
SH,234G,15,11.5,POSE,NA,NA,NA,NA,S
SH,234G,15,12,BRTE,NA,NA,NA,NA,S
SH,234G,15,12.5,AGROP,L,NA,NA,NA,S
SH,234G,15,13,N,NA,NA,NA,NA,S
SH,234G,15,13.5,N,NA,NA,NA,NA,S
SH,234G,15,14,AGROP,L,NA,NA,NA,S
SH,234G,15,14.5,N,NA,NA,NA,NA,S
SH,234G,15,15,AGROP,NA,NA,NA,NA,S
SH,234G,15,15.5,POSE,NA,NA,NA,NA,S
SH,234G,15,16,POSE,NA,NA,NA,NA,S
SH,234G,15,16.5,BRTE,NA,NA,NA,NA,S
SH,234G,15,17,POSE,NA,NA,NA,NA,S
SH,234G,15,17.5,BRTE,NA,NA,NA,NA,S
SH,234G,15,18,POSE,NA,NA,NA,NA,S
SH,234G,15,18.5,POSE,NA,NA,NA,NA,S
SH,234G,15,19,BRTE,NA,NA,NA,NA,S
SH,234G,15,19.5,N,NA,NA,NA,NA,S
SH,234G,15,20,BRTE,NA,NA,NA,NA,S
SH,234G,15,20.5,BRTE,NA,NA,NA,NA,S
SH,234G,15,21,POSE,L,NA,NA,NA,S
SH,234G,15,21.5,N,NA,NA,NA,NA,S
SH,234G,15,22,POSE,NA,NA,NA,NA,S
SH,234G,15,22.5,POSE,NA,NA,NA,NA,S
SH,234G,15,23,POSE,NA,NA,NA,NA,S
SH,234G,15,23.5,N,NA,NA,NA,NA,S
SH,234G,15,24,N,NA,NA,NA,NA,S
SH,234G,15,24.5,BRTE,NA,NA,NA,NA,S
SH,234G,15,25,AGROP,NA,NA,NA,NA,S
SH,234G,15,25.5,N,NA,NA,NA,NA,S
SH,234G,15,26,SIAL2,L,NA,NA,NA,S
SH,234G,15,26.5,POSE,NA,NA,NA,NA,S
SH,234G,15,27,AGROP,NA,NA,NA,NA,S
SH,234G,15,27.5,DRVE2,NA,NA,NA,NA,S
SH,234G,15,28,POSE,NA,NA,NA,NA,S
SH,234G,15,28.5,N,NA,NA,NA,NA,S
SH,234G,15,29,POSE,NA,NA,NA,NA,S
SH,234G,15,29.5,POSE,NA,NA,NA,NA,S
SH,234G,28,0,N,NA,NA,NA,NA,S
SH,234G,28,0.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,1,BRTE,NA,NA,NA,NA,S
SH,234G,28,1.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,2,BRTE,NA,NA,NA,NA,S
SH,234G,28,2.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,3,BRTE,NA,NA,NA,NA,S
SH,234G,28,3.5,BRTE,L,NA,NA,NA,S
SH,234G,28,4,VUBR,NA,NA,NA,NA,S
SH,234G,28,4.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,5,BRTE,NA,NA,NA,NA,S
SH,234G,28,5.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,6,BRTE,NA,NA,NA,NA,S
SH,234G,28,6.5,N,NA,NA,NA,NA,S
SH,234G,28,7,BRTE,NA,NA,NA,NA,S
SH,234G,28,7.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,8,N,NA,NA,NA,NA,S
SH,234G,28,8.5,POSE,NA,NA,NA,NA,POSE
SH,234G,28,9,AGROP,NA,NA,NA,NA,S
SH,234G,28,9.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,10,BRTE,NA,NA,NA,NA,S
SH,234G,28,10.5,BRTE,L,NA,NA,NA,S
SH,234G,28,11,BRTE,NA,NA,NA,NA,S
SH,234G,28,11.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,12,POSE,NA,NA,NA,NA,S
SH,234G,28,12.5,BRTE,L,NA,NA,NA,S
SH,234G,28,13,N,NA,NA,NA,NA,S
SH,234G,28,13.5,BRTE,L,NA,NA,NA,S
SH,234G,28,14,BRTE,L,NA,NA,NA,S
SH,234G,28,14.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,15,BRTE,NA,NA,NA,NA,S
SH,234G,28,15.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,16,BRTE,NA,NA,NA,NA,S
SH,234G,28,16.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,17,N,NA,NA,NA,NA,S
SH,234G,28,17.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,18,BRTE,NA,NA,NA,NA,S
SH,234G,28,18.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,19,BRTE,NA,NA,NA,NA,S
SH,234G,28,19.5,N,NA,NA,NA,NA,S
SH,234G,28,20,N,NA,NA,NA,NA,S
SH,234G,28,20.5,POSE,NA,NA,NA,NA,S
SH,234G,28,21,POBU,NA,NA,NA,NA,S
SH,234G,28,21.5,BRTE,L,NA,NA,NA,S
SH,234G,28,22,POBU,NA,NA,NA,NA,S
SH,234G,28,22.5,N,NA,NA,NA,NA,S
SH,234G,28,23,N,NA,NA,NA,NA,S
SH,234G,28,23.5,DG,NA,NA,NA,NA,DG
SH,234G,28,24,VUBR,NA,NA,NA,NA,S
SH,234G,28,24.5,VUBR,NA,NA,NA,NA,S
SH,234G,28,25,BRTE,NA,NA,NA,NA,S
SH,234G,28,25.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,26,DG,NA,NA,NA,NA,S
SH,234G,28,26.5,BRTE,NA,NA,NA,NA,DG
SH,234G,28,27,N,NA,NA,NA,NA,S
SH,234G,28,27.5,BRTE,L,NA,NA,NA,S
SH,234G,28,28,BRTE,NA,NA,NA,NA,S
SH,234G,28,28.5,BRTE,NA,NA,NA,NA,S
SH,234G,28,29,BRTE,NA,NA,NA,NA,S
SH,234G,28,29.5,BRTE,NA,NA,NA,NA,S
SH,235A,2,0,POSE,NA,NA,NA,NA,S
SH,235A,2,0.5,AGROP,NA,NA,NA,NA,S
SH,235A,2,1,POSE,NA,NA,NA,NA,S
SH,235A,2,1.5,POSE,NA,NA,NA,NA,S
SH,235A,2,2,AGROP,L,NA,NA,NA,S
SH,235A,2,2.5,POSE,NA,NA,NA,NA,S
SH,235A,2,3,BRTE,L,NA,NA,NA,S
SH,235A,2,3.5,POSE,L,NA,NA,NA,S
SH,235A,2,4,POSE,NA,NA,NA,NA,S
SH,235A,2,4.5,BRTE,NA,NA,NA,NA,S
SH,235A,2,5,BRTE,L,NA,NA,NA,S
SH,235A,2,5.5,BRTE,NA,NA,NA,NA,S
SH,235A,2,6,POSE,NA,NA,NA,NA,R
SH,235A,2,6.5,BRTE,NA,NA,NA,NA,S
SH,235A,2,7,BRTE,L,NA,NA,NA,S
SH,235A,2,7.5,BRTE,L,NA,NA,NA,S
SH,235A,2,8,BRTE,L,NA,NA,NA,S
SH,235A,2,8.5,BRTE,L,NA,NA,NA,S
SH,235A,2,9,POSE,L,NA,NA,NA,S
SH,235A,2,9.5,BRTE,L,NA,NA,NA,S
SH,235A,2,10,BRTE,NA,NA,NA,NA,BRTE
SH,235A,2,10.5,POSE,NA,NA,NA,NA,R
SH,235A,2,11,POSE,L,NA,NA,NA,S
SH,235A,2,11.5,POSE,L,NA,NA,NA,S
SH,235A,2,12,POSE,NA,NA,NA,NA,S
SH,235A,2,12.5,N,NA,NA,NA,NA,R
SH,235A,2,13,BRTE,NA,NA,NA,NA,R
SH,235A,2,13.5,N,NA,NA,NA,NA,R
SH,235A,2,14,POSE,NA,NA,NA,NA,S
SH,235A,2,14.5,AGROP,L,NA,NA,NA,S
SH,235A,2,15,POSE,NA,NA,NA,NA,S
SH,235A,2,15.5,BRTE,NA,NA,NA,NA,S
SH,235A,2,16,POSE,NA,NA,NA,NA,S
SH,235A,2,16.5,POSE,NA,NA,NA,NA,S
SH,235A,2,17,POSE,L,NA,NA,NA,S
SH,235A,2,17.5,POSE,L,NA,NA,NA,S
SH,235A,2,18,AGROP,L,NA,NA,NA,S
SH,235A,2,18.5,AGROP,L,NA,NA,NA,S
SH,235A,2,19,POSE,NA,NA,NA,NA,S
SH,235A,2,19.5,AGROP,L,NA,NA,NA,S
SH,235A,2,20,AGROP,L,NA,NA,NA,S
SH,235A,2,20.5,POSE,NA,NA,NA,NA,S
SH,235A,2,21,POSE,NA,NA,NA,NA,S
SH,235A,2,21.5,POSE,L,NA,NA,NA,S
SH,235A,2,22,AGROP,NA,NA,NA,NA,S
SH,235A,2,22.5,N,NA,NA,NA,NA,S
SH,235A,2,23,POSE,NA,NA,NA,NA,S
SH,235A,2,23.5,BRTE,L,NA,NA,NA,S
SH,235A,2,24,POSE,L,NA,NA,NA,S
SH,235A,2,24.5,POSE,L,NA,NA,NA,S
SH,235A,2,25,POSE,L,NA,NA,NA,S
SH,235A,2,25.5,POSE,L,NA,NA,NA,S
SH,235A,2,26,POSE,L,NA,NA,NA,S
SH,235A,2,26.5,AGROP,POSE,L,NA,NA,S
SH,235A,2,27,BRTE,NA,NA,NA,NA,R
SH,235A,2,27.5,POSE,NA,NA,NA,NA,S
SH,235A,2,28,POSE,NA,NA,NA,NA,S
SH,235A,2,28.5,POSE,L,NA,NA,NA,S
SH,235A,2,29,AGROP,L,NA,NA,NA,S
SH,235A,2,29.5,POSE,NA,NA,NA,NA,R
SH,235A,15,0,BRTE,NA,NA,NA,NA,S
SH,235A,15,0.5,POSE,NA,NA,NA,NA,S
SH,235A,15,1,BRTE,NA,NA,NA,NA,S
SH,235A,15,1.5,POSE,L,NA,NA,NA,S
SH,235A,15,2,BRTE,NA,NA,NA,NA,R
SH,235A,15,2.5,POSE,NA,NA,NA,NA,S
SH,235A,15,3,POSE,L,NA,NA,NA,S
SH,235A,15,3.5,POSE,NA,NA,NA,NA,S
SH,235A,15,4,BRTE,L,NA,NA,NA,S
SH,235A,15,4.5,POSE,NA,NA,NA,NA,R
SH,235A,15,5,POSE,L,NA,NA,NA,S
SH,235A,15,5.5,POSE,L,NA,NA,NA,S
SH,235A,15,6,BRTE,L,NA,NA,NA,S
SH,235A,15,6.5,BRTE,L,NA,NA,NA,S
SH,235A,15,7,POSE,NA,NA,NA,NA,S
SH,235A,15,7.5,BRTE,L,NA,NA,NA,S
SH,235A,15,8,AGROP,POSE,L,NA,NA,S
SH,235A,15,8.5,AGROP,L,NA,NA,NA,R
SH,235A,15,9,POSE,NA,NA,NA,NA,S
SH,235A,15,9.5,AGROP,BRTE,L,NA,NA,S
SH,235A,15,10,POSE,NA,NA,NA,NA,R
SH,235A,15,10.5,AGROP,NA,NA,NA,NA,S
SH,235A,15,11,POSE,NA,NA,NA,NA,R
SH,235A,15,11.5,POSE,L,NA,NA,NA,S
SH,235A,15,12,POSE,L,NA,NA,NA,S
SH,235A,15,12.5,POSE,NA,NA,NA,NA,S
SH,235A,15,13,POSE,L,NA,NA,NA,S
SH,235A,15,13.5,POSE,NA,NA,NA,NA,R
SH,235A,15,14,POSE,L,NA,NA,NA,S
SH,235A,15,14.5,POSE,L,NA,NA,NA,S
SH,235A,15,15,POSE,NA,NA,NA,NA,S
SH,235A,15,15.5,BRTE,NA,NA,NA,NA,S
SH,235A,15,16,POSE,L,NA,NA,NA,S
SH,235A,15,16.5,POSE,L,NA,NA,NA,S
SH,235A,15,17,POSE,NA,NA,NA,NA,S
SH,235A,15,17.5,POSE,NA,NA,NA,NA,S
SH,235A,15,18,AGROP,NA,NA,NA,NA,S
SH,235A,15,18.5,POSE,NA,NA,NA,NA,S
SH,235A,15,19,POSE,NA,NA,NA,NA,S
SH,235A,15,19.5,POSE,L,NA,NA,NA,S
SH,235A,15,20,BRTE,L,NA,NA,NA,S
SH,235A,15,20.5,POSE,NA,NA,NA,NA,S
SH,235A,15,21,POSE,L,NA,NA,NA,S
SH,235A,15,21.5,POSE,NA,NA,NA,NA,S
SH,235A,15,22,POSE,L,NA,NA,NA,S
SH,235A,15,22.5,POSE,L,NA,NA,NA,S
SH,235A,15,23,POSE,L,NA,NA,NA,S
SH,235A,15,23.5,AGROP,L,NA,NA,NA,S
SH,235A,15,24,BRTE,NA,NA,NA,NA,S
SH,235A,15,24.5,BRTE,L,NA,NA,NA,S
SH,235A,15,25,BRTE,L,NA,NA,NA,S
SH,235A,15,25.5,BRTE,L,NA,NA,NA,S
SH,235A,15,26,POSE,L,NA,NA,NA,S
SH,235A,15,26.5,POSE,L,NA,NA,NA,S
SH,235A,15,27,POSE,NA,NA,NA,NA,S
SH,235A,15,27.5,BRTE,L,NA,NA,NA,S
SH,235A,15,28,BRTE,NA,NA,NA,NA,S
SH,235A,15,28.5,POSE,L,NA,NA,NA,S
SH,235A,15,29,BRTE,NA,NA,NA,NA,S
SH,235A,15,29.5,POSE,NA,NA,NA,NA,R
SH,235A,28,0,POSE,NA,NA,NA,NA,S
SH,235A,28,0.5,AGROP,NA,NA,NA,NA,S
SH,235A,28,1,POSE,NA,NA,NA,NA,R
SH,235A,28,1.5,POSE,NA,NA,NA,NA,S
SH,235A,28,2,POSE,NA,NA,NA,NA,S
SH,235A,28,2.5,AGROP,BRTE,L,NA,NA,S
SH,235A,28,3,POSE,L,NA,NA,NA,S
SH,235A,28,3.5,BRTE,NA,NA,NA,NA,S
SH,235A,28,4,BRTE,L,NA,NA,NA,S
SH,235A,28,4.5,POSE,L,NA,NA,NA,S
SH,235A,28,5,POSE,L,NA,NA,NA,S
SH,235A,28,5.5,POSE,L,NA,NA,NA,S
SH,235A,28,6,POSE,L,NA,NA,NA,S
SH,235A,28,6.5,POSE,NA,NA,NA,NA,S
SH,235A,28,7,POSE,L,NA,NA,NA,S
SH,235A,28,7.5,AGROP,L,NA,NA,NA,S
SH,235A,28,8,POSE,NA,NA,NA,NA,S
SH,235A,28,8.5,POSE,NA,NA,NA,NA,S
SH,235A,28,9,POSE,NA,NA,NA,NA,S
SH,235A,28,9.5,POSE,NA,NA,NA,NA,S
SH,235A,28,10,POSE,NA,NA,NA,NA,S
SH,235A,28,10.5,AGROP,NA,NA,NA,NA,S
SH,235A,28,11,POSE,NA,NA,NA,NA,S
SH,235A,28,11.5,POSE,NA,NA,NA,NA,S
SH,235A,28,12,AGROP,L,NA,NA,NA,S
SH,235A,28,12.5,POSE,NA,NA,NA,NA,S
SH,235A,28,13,N,NA,NA,NA,NA,S
SH,235A,28,13.5,N,NA,NA,NA,NA,S
SH,235A,28,14,POSE,NA,NA,NA,NA,S
SH,235A,28,14.5,AGROP,NA,NA,NA,NA,S
SH,235A,28,15,POSE,NA,NA,NA,NA,S
SH,235A,28,15.5,POSE,NA,NA,NA,NA,S
SH,235A,28,16,N,NA,NA,NA,NA,S
SH,235A,28,16.5,POSE,NA,NA,NA,NA,S
SH,235A,28,17,AGROP,L,NA,NA,NA,S
SH,235A,28,17.5,POSE,NA,NA,NA,NA,S
SH,235A,28,18,POSE,NA,NA,NA,NA,S
SH,235A,28,18.5,N,NA,NA,NA,NA,S
SH,235A,28,19,POSE,NA,NA,NA,NA,S
SH,235A,28,19.5,POSE,NA,NA,NA,NA,S
SH,235A,28,20,POSE,NA,NA,NA,NA,S
SH,235A,28,20.5,POSE,L,NA,NA,NA,S
SH,235A,28,21,POSE,NA,NA,NA,NA,S
SH,235A,28,21.5,POSE,NA,NA,NA,NA,S
SH,235A,28,22,POSE,NA,NA,NA,NA,S
SH,235A,28,22.5,POSE,NA,NA,NA,NA,S
SH,235A,28,23,POSE,NA,NA,NA,NA,S
SH,235A,28,23.5,POSE,NA,NA,NA,NA,R
SH,235A,28,24,POSE,NA,NA,NA,NA,R
SH,235A,28,24.5,POSE,NA,NA,NA,NA,S
SH,235A,28,25,POSE,NA,NA,NA,NA,R
SH,235A,28,25.5,BRTE,NA,NA,NA,NA,S
SH,235A,28,26,POSE,NA,NA,NA,NA,S
SH,235A,28,26.5,POSE,NA,NA,NA,NA,R
SH,235A,28,27,N,NA,NA,NA,NA,R
SH,235A,28,27.5,AGROP,NA,NA,NA,NA,S
SH,235A,28,28,POSE,NA,NA,NA,NA,R
SH,235A,28,28.5,POSE,NA,NA,NA,NA,R
SH,235A,28,29,POSE,NA,NA,NA,NA,R
SH,235A,28,29.5,POSE,NA,NA,NA,NA,S
SH,235G,2,0,N,NA,NA,NA,NA,S
SH,235G,2,0.5,POBU,NA,NA,NA,NA,S
SH,235G,2,1,AGROP,NA,NA,NA,NA,S
SH,235G,2,1.5,POBU,NA,NA,NA,NA,S
SH,235G,2,2,POBU,NA,NA,NA,NA,POBU
SH,235G,2,2.5,POBU,NA,NA,NA,NA,POBU
SH,235G,2,3,BRTE,L,NA,NA,NA,S
SH,235G,2,3.5,POBU,NA,NA,NA,NA,S
SH,235G,2,4,BRTE,L,NA,NA,NA,S
SH,235G,2,4.5,BRTE,NA,NA,NA,NA,S
SH,235G,2,5,BRTE,NA,NA,NA,NA,S
SH,235G,2,5.5,BRTE,L,NA,NA,NA,S
SH,235G,2,6,POBU,L,NA,NA,NA,S
SH,235G,2,6.5,AGROP,L,NA,NA,NA,S
SH,235G,2,7,POBU,NA,NA,NA,NA,S
SH,235G,2,7.5,POBU,NA,NA,NA,NA,S
SH,235G,2,8,N,NA,NA,NA,NA,S
SH,235G,2,8.5,POBU,NA,NA,NA,NA,POBU
SH,235G,2,9,POBU,NA,NA,NA,NA,S
SH,235G,2,9.5,POBU,NA,NA,NA,NA,S
SH,235G,2,10,POBU,NA,NA,NA,NA,S
SH,235G,2,10.5,POBU,NA,NA,NA,NA,S
SH,235G,2,11,POBU,NA,NA,NA,NA,S
SH,235G,2,11.5,POSE,NA,NA,NA,NA,S
SH,235G,2,12,POBU,NA,NA,NA,NA,S
SH,235G,2,12.5,POBU,NA,NA,NA,NA,S
SH,235G,2,13,POBU,NA,NA,NA,NA,S
SH,235G,2,13.5,POBU,NA,NA,NA,NA,S
SH,235G,2,14,POSE,NA,NA,NA,NA,S
SH,235G,2,14.5,AGROP,NA,NA,NA,NA,S
SH,235G,2,15,POSE,NA,NA,NA,NA,S
SH,235G,2,15.5,POBU,NA,NA,NA,NA,S
SH,235G,2,16,POSE,NA,NA,NA,NA,S
SH,235G,2,16.5,POBU,NA,NA,NA,NA,S
SH,235G,2,17,POSE,NA,NA,NA,NA,S
SH,235G,2,17.5,N,NA,NA,NA,NA,S
SH,235G,2,18,POSE,NA,NA,NA,NA,S
SH,235G,2,18.5,BRTE,L,NA,NA,NA,S
SH,235G,2,19,BRTE,NA,NA,NA,NA,S
SH,235G,2,19.5,SIAL2,L,NA,NA,NA,S
SH,235G,2,20,BRTE,NA,NA,NA,NA,S
SH,235G,2,20.5,BRTE,NA,NA,NA,NA,S
SH,235G,2,21,SIAL2,NA,NA,NA,NA,S
SH,235G,2,21.5,BRTE,NA,NA,NA,NA,S
SH,235G,2,22,AGROP,NA,NA,NA,NA,S
SH,235G,2,22.5,BRTE,NA,NA,NA,NA,S
SH,235G,2,23,BRTE,NA,NA,NA,NA,S
SH,235G,2,23.5,BRTE,NA,NA,NA,NA,S
SH,235G,2,24,BRTE,NA,NA,NA,NA,S
SH,235G,2,24.5,BRTE,NA,NA,NA,NA,S
SH,235G,2,25,AGROP,NA,NA,NA,NA,S
SH,235G,2,25.5,N,NA,NA,NA,NA,S
SH,235G,2,26,AGROP,NA,NA,NA,NA,S
SH,235G,2,26.5,N,NA,NA,NA,NA,S
SH,235G,2,27,POSE,NA,NA,NA,NA,S
SH,235G,2,27.5,POSE,NA,NA,NA,NA,S
SH,235G,2,28,POSE,NA,NA,NA,NA,S
SH,235G,2,28.5,POSE,NA,NA,NA,NA,S
SH,235G,2,29,POSE,NA,NA,NA,NA,S
SH,235G,2,29.5,BRTE,NA,NA,NA,NA,S
SH,235G,15,0,POSE,L,NA,NA,NA,S
SH,235G,15,0.5,AGROP,L,NA,NA,NA,S
SH,235G,15,1,BRTE,DRVE2,L,NA,NA,S
SH,235G,15,1.5,BRTE,L,NA,NA,NA,S
SH,235G,15,2,AGROP,NA,NA,NA,NA,S
SH,235G,15,2.5,POSE,L,NA,NA,NA,S
SH,235G,15,3,BRTE,NA,NA,NA,NA,S
SH,235G,15,3.5,BRTE,NA,NA,NA,NA,S
SH,235G,15,4,BRTE,NA,NA,NA,NA,S
SH,235G,15,4.5,BRTE,L,NA,NA,NA,S
SH,235G,15,5,BRTE,POSE,L,NA,NA,S
SH,235G,15,5.5,BRTE,L,NA,NA,NA,S
SH,235G,15,6,BRTE,L,NA,NA,NA,S
SH,235G,15,6.5,BRTE,L,NA,NA,NA,S
SH,235G,15,7,BRTE,L,NA,NA,NA,S
SH,235G,15,7.5,BRTE,L,NA,NA,NA,S
SH,235G,15,8,BRTE,L,NA,NA,NA,S
SH,235G,15,8.5,POSE,L,NA,NA,NA,S
SH,235G,15,9,BRTE,L,NA,NA,NA,S
SH,235G,15,9.5,POSE,NA,NA,NA,NA,S
SH,235G,15,10,AGROP,NA,NA,NA,NA,S
SH,235G,15,10.5,POSE,NA,NA,NA,NA,S
SH,235G,15,11,POSE,NA,NA,NA,NA,S
SH,235G,15,11.5,N,NA,NA,NA,NA,S
SH,235G,15,12,AGROP,NA,NA,NA,NA,S
SH,235G,15,12.5,SIAL2,NA,NA,NA,NA,S
SH,235G,15,13,N,NA,NA,NA,NA,S
SH,235G,15,13.5,AGROP,NA,NA,NA,NA,S
SH,235G,15,14,POSE,NA,NA,NA,NA,S
